,R1,R2,R3,R4,R5,R6,R7
1440,1,14,20,39,43,54,29
1439,9,15,21,27,42,51,23
1438,24,35,42,45,48,52,51
1437,9,16,27,29,43,44,36
1436,3,7,21,24,31,49,35
1435,5,10,11,29,41,55,30
1434,1,32,43,44,52,55,22
1433,3,10,11,38,49,52,48
1432,5,21,22,36,37,47,39
1431,5,33,49,50,53,54,44
1430,13,20,22,23,33,48,7
1429,23,31,37,50,51,53,30
1428,4,5,12,14,44,53,28
1427,5,8,25,40,42,49,9
1426,14,20,36,37,44,51,1
1425,18,19,36,47,50,51,53
1424,16,33,34,44,46,47,45
1423,9,21,26,33,45,48,52
1422,14,20,39,43,45,52,40
1421,5,38,43,47,54,56,45
1420,9,13,28,34,36,48,43
1419,7,21,32,33,46,55,13
1418,12,16,22,46,52,55,49
1417,4,9,11,14,42,52,2
1416,4,13,31,40,49,51,52
1415,4,8,26,28,41,55,10
1414,5,10,20,21,32,44,6
1413,10,15,18,19,37,55,1
1412,5,12,15,25,26,27,44
1411,9,14,17,19,41,44,26
1410,3,7,36,50,52,56,40
1409,8,14,22,31,46,56,42
1408,8,11,12,15,43,48,29
1407,10,16,21,24,28,42,47
1406,2,9,16,26,50,56,11
1405,3,8,18,22,23,42,53
1404,6,34,40,49,52,53,12
1403,1,4,12,16,30,31,11
1402,9,12,44,50,52,53,47
1401,4,9,11,20,24,28,33
1400,1,3,20,34,49,55,53
1399,13,33,37,39,40,51,9
1398,2,12,28,41,44,45,49
1397,7,19,24,25,29,33,48
1396,1,16,49,53,54,55,27
1395,1,2,7,13,15,46,5
1394,13,30,38,40,43,49,9
1393,14,20,26,39,40,56,17
1392,7,14,25,26,29,47,23
1391,3,8,23,39,46,51,22
1390,5,7,18,19,40,55,39
1389,12,18,41,46,51,54,4
1388,9,17,21,41,47,51,31
1387,14,19,32,42,47,48,5
1386,3,4,14,24,32,40,28
1385,3,4,16,33,39,40,54
1384,12,23,29,32,36,48,53
1383,6,12,15,24,25,49,42
1382,4,8,21,26,27,51,38
1381,1,21,22,25,31,49,20
1380,15,28,29,31,36,41,35
1379,4,15,27,41,51,55,45
1378,1,5,14,33,47,51,12
1377,11,12,17,35,36,50,51
1376,6,19,29,39,42,48,51
1375,5,9,11,37,42,48,10
1374,20,22,23,34,42,51,33
1373,5,7,15,18,34,43,11
1372,1,12,13,27,44,50,46
1371,7,11,19,32,37,38,14
1370,2,8,21,32,49,53,50
1369,4,17,30,45,49,54,40
1368,2,26,27,36,39,43,29
1367,1,2,19,21,34,37,45
1366,9,23,28,34,43,53,19
1365,15,22,26,27,36,46,25
1364,9,13,16,22,34,51,17
1363,9,12,18,23,24,38,19
1362,6,12,13,26,35,40,22
1361,3,18,21,42,43,48,22
1360,18,21,26,35,36,50,44
1359,4,18,45,46,48,50,53
1358,31,35,43,45,47,53,41
1357,2,9,12,19,21,52,55
1356,1,5,13,22,30,55,47
1355,2,13,40,42,45,53,27
1354,9,20,24,26,36,38,25
1353,3,14,21,23,48,56,54
1352,9,16,21,31,39,53,43
1351,4,18,19,30,45,56,51
1350,4,5,7,10,30,54,46
1349,15,39,41,42,49,54,13
1348,5,21,32,33,40,52,2
1347,2,13,38,43,53,54,21
1346,20,24,40,43,48,55,41
1345,8,11,14,35,44,56,36
1344,6,7,12,22,39,52,49
1343,8,28,29,40,44,51,22
1342,14,26,29,38,41,49,12
1341,11,12,20,25,52,54,30
1340,3,8,32,46,49,51,26
1339,1,4,14,26,42,54,39
1338,9,12,42,47,51,56,22
1337,15,17,38,46,48,54,49
1336,4,22,35,37,46,50,36
1335,5,7,9,23,36,56,4
1334,3,7,13,20,44,46,2
1333,1,19,29,46,47,55,5
1332,7,11,21,32,37,53,31
1331,18,21,39,41,44,45,10
1330,11,19,23,46,55,56,43
1329,1,5,17,21,27,37,39
1328,2,26,45,50,51,56,53
1327,14,26,33,35,39,49,25
1326,7,10,16,30,40,44,38
1325,3,21,23,27,41,49,53
1324,8,10,25,27,36,56,7
1323,2,20,22,35,41,42,45
1322,16,20,22,32,38,52,50
1321,24,26,40,45,49,54,8
1320,10,20,28,33,34,47,48
1319,2,13,22,31,41,51,43
1318,12,13,29,32,33,35,37
1317,10,17,28,33,48,53,3
1316,2,17,18,21,27,54,52
1315,11,14,23,28,44,49,10
1314,10,11,16,18,33,47,41
1313,7,9,23,25,29,33,34
1312,2,7,14,24,42,52,27
1311,5,8,26,34,53,54,52
1310,5,14,18,23,34,39,26
1309,5,15,24,29,37,53,51
1308,7,9,18,25,26,46,44
1307,16,21,30,32,33,47,40
1306,2,10,18,19,26,53,33
1305,1,16,18,20,39,48,7
1304,3,14,36,48,53,54,22
1303,10,20,26,50,55,56,35
1302,8,23,26,49,50,56,39
1301,1,13,20,29,32,48,17
1300,6,11,19,42,53,55,45
1299,1,5,15,20,43,45,39
1298,1,15,35,36,40,49,18
1297,10,26,32,35,54,56,38
1296,4,23,25,40,44,48,10
1295,12,18,33,41,45,56,8
1294,2,13,22,31,33,43,29
1293,9,14,30,41,43,54,20
1292,2,19,21,22,26,42,23
1291,12,21,31,38,40,51,46
1290,17,26,45,48,50,54,1
1289,24,35,43,46,49,53,40
1288,12,14,17,23,26,46,11
1287,16,27,39,47,49,53,37
1286,7,28,51,53,54,55,49
1285,2,7,20,25,30,39,47
1284,16,22,37,41,46,55,15
1283,3,21,29,33,51,55,43
1282,18,19,32,36,39,43,20
1281,13,19,33,43,47,53,4
1280,29,33,39,43,48,56,49
1279,11,19,21,22,42,47,45
1278,18,20,25,30,40,50,56
1277,4,13,18,36,38,49,51
1276,2,12,13,15,17,52,55
1275,2,6,15,24,36,54,8
1274,28,35,44,46,47,51,15
1273,5,8,17,32,52,56,29
1272,2,7,11,20,38,56,17
1271,3,18,27,35,42,54,22
1270,2,10,15,31,42,43,33
1269,4,7,18,24,48,49,28
1268,3,21,28,43,46,48,41
1267,26,28,36,38,47,49,22
1266,5,8,15,16,29,30,43
1265,7,14,17,19,42,52,3
1264,7,10,12,29,42,50,22
1263,24,43,46,47,48,52,21
1262,2,8,14,23,30,39,44
1261,3,23,27,34,38,47,4
1260,8,11,13,21,52,56,28
1259,17,21,22,26,41,53,3
1258,4,6,15,18,27,33,51
1257,2,7,8,22,26,54,55
1256,19,25,26,44,50,54,20
1255,3,22,24,33,38,39,56
1254,3,6,18,38,40,43,45
1253,1,2,9,17,35,56,36
1252,22,23,31,36,46,56,54
1251,11,21,35,38,41,45,12
1250,2,4,13,25,28,40,5
1249,16,17,25,39,49,55,12
1248,1,18,26,27,44,54,5
1247,5,20,35,46,50,53,51
1246,1,22,29,34,40,43,4
1245,23,25,35,43,47,56,31
1244,3,25,27,33,36,41,56
1243,2,3,5,28,41,49,13
1242,35,43,45,46,49,53,37
1241,3,5,14,24,48,53,44
1240,2,27,37,41,46,55,52
1239,13,22,24,33,44,49,39
1238,5,10,26,28,35,49,41
1237,16,26,30,32,42,43,36
1236,3,4,6,27,39,48,37
1235,22,23,28,35,51,52,4
1234,4,12,26,34,49,53,11
1233,12,25,30,35,43,45,21
1232,2,3,34,36,48,55,56
1231,13,25,31,44,47,49,40
1230,17,32,42,44,47,49,23
1229,2,14,26,31,37,48,41
1228,12,17,35,44,49,53,54
1227,8,20,32,43,51,53,55
1226,13,17,18,35,53,56,25
1225,4,5,19,40,45,50,52
1224,11,13,22,27,31,34,25
1223,14,22,26,28,43,54,49
1222,6,12,20,26,34,40,27
1221,2,15,17,25,33,43,28
1220,2,5,19,20,35,52,45
1219,4,6,14,17,34,39,24
1218,3,6,21,22,39,43,16
1217,6,22,26,30,35,55,47
1216,12,18,19,39,43,48,51
1215,4,11,21,31,42,43,7
1214,5,8,10,24,37,55,14
1213,10,14,16,31,33,46,15
1212,4,9,25,32,38,40,49
1211,6,8,20,23,39,47,40
1210,5,8,9,17,29,50,23
1209,10,21,33,44,50,53,5
1208,7,8,10,29,46,55,1
1207,12,32,34,45,46,51,26
1206,5,10,15,16,21,30,49
1205,16,36,37,52,55,56,47
1204,20,22,30,33,45,49,10
1203,1,21,23,30,46,47,5
1202,7,13,19,27,50,54,28
1201,9,23,26,28,37,54,20
1200,5,16,22,26,31,41,11
1199,8,9,23,37,48,53,11
1198,3,4,18,20,26,28,10
1197,4,19,24,39,49,55,36
1196,4,13,22,34,37,39,44
1195,4,9,20,25,28,37,29
1194,8,9,12,30,43,51,29
1193,4,5,30,43,45,51,29
1192,2,10,25,30,32,56,50
1191,10,29,32,42,43,47,8
1190,7,13,23,37,48,49,53
1189,2,7,12,35,51,54,13
1188,5,15,24,25,37,39,49
1187,4,5,22,28,31,37,30
1186,6,13,17,20,31,50,9
1185,8,16,18,46,52,55,22
1184,7,26,31,44,45,53,51
1183,5,13,20,32,36,56,25
1182,9,10,30,35,41,48,29
1181,24,30,40,41,55,56,3
1180,5,6,7,25,33,50,51
1179,1,5,28,48,49,55,22
1178,7,10,13,23,34,44,51
1177,13,15,19,33,49,53,26
1176,6,13,27,32,47,52,18
1175,7,14,23,26,43,49,12
1174,2,9,15,16,21,42,24
1173,5,16,30,31,38,52,35
1172,7,9,29,44,48,55,23
1171,5,7,8,23,26,55,50
1170,2,3,7,26,30,48,53
1169,3,6,19,28,48,52,13
1168,10,15,23,24,36,49,29
1167,2,7,10,27,34,54,32
1166,13,18,26,30,31,53,37
1165,7,24,27,39,45,52,12
1164,16,19,23,29,33,49,36
1163,4,6,20,21,45,55,38
1162,5,16,17,24,41,47,36
1161,28,31,32,44,51,52,20
1160,1,4,20,21,24,34,22
1159,10,26,40,44,50,54,6
1158,1,2,4,31,32,46,11
1157,1,9,12,19,31,34,21
1156,1,13,19,29,41,46,50
1155,7,11,26,38,39,56,14
1154,34,44,45,51,52,56,53
1153,2,14,27,42,46,50,21
1152,8,11,14,36,49,55,15
1151,6,19,23,25,28,42,47
1150,10,22,29,30,32,33,51
1149,15,17,19,22,31,53,10
1148,8,16,21,39,50,52,4
1147,11,18,31,35,39,42,34
1146,4,20,29,31,44,48,49
1145,5,6,33,34,46,55,38
1144,6,18,36,48,50,52,28
1143,12,20,33,46,50,51,54
1142,12,15,31,50,54,55,11
1141,4,11,12,40,45,51,55
1140,4,8,15,36,39,45,28
1139,14,33,41,43,52,56,38
1138,1,6,15,22,34,39,21
1137,10,23,29,45,53,56,54
1136,2,14,21,28,36,49,47
1135,4,15,16,34,44,56,2
1134,2,4,26,27,28,44,16
1133,5,7,44,51,53,54,28
1132,6,11,27,33,41,56,53
1131,14,18,50,51,52,56,5
1130,5,13,15,40,54,55,23
1129,5,26,30,34,37,56,23
1128,9,18,40,42,48,52,36
1127,12,25,31,36,46,54,9
1126,2,6,30,34,37,43,55
1125,5,8,26,32,37,39,23
1124,11,18,21,31,36,49,51
1123,1,3,12,22,35,55,44
1122,13,21,37,42,43,48,14
1121,1,5,6,8,30,46,17
1120,10,14,16,17,27,49,52
1119,1,3,16,19,20,28,23
1118,18,24,31,39,47,51,2
1117,3,29,30,38,42,50,44
1116,2,13,21,35,41,49,47
1115,4,15,16,30,44,50,43
1114,3,5,19,24,28,30,15
1113,3,6,40,41,47,48,49
1112,7,17,40,48,53,56,35
1111,33,35,47,52,53,56,3
1110,4,8,11,37,41,43,18
1109,8,13,18,22,40,54,41
1108,6,12,40,43,51,56,26
1107,7,8,20,37,39,45,48
1106,8,20,26,27,42,44,11
1105,2,17,39,48,53,56,15
1104,4,5,16,29,39,55,21
1103,8,14,20,42,43,55,44
1102,13,14,16,28,50,51,21
1101,8,15,35,37,41,48,26
1100,19,26,37,50,53,54,48
1099,11,22,25,29,37,55,41
1098,8,12,19,21,22,43,49
1097,3,10,14,28,48,56,27
1096,1,13,21,22,33,45,19
1095,11,12,17,29,30,34,38
1094,8,9,14,28,33,56,12
1093,10,17,20,31,50,51,3
1092,20,32,33,34,50,56,4
1091,6,30,34,46,50,52,32
1090,2,29,30,36,44,51,32
1089,28,30,32,34,42,43,46
1088,2,8,16,23,42,48,15
1087,9,17,22,26,49,56,1
1086,17,19,22,23,36,38,49
1085,3,6,22,38,40,56,12
1084,7,21,33,35,43,55,51
1083,12,31,37,44,52,55,25
1082,2,5,18,30,44,53,33
1081,6,16,21,32,43,56,9
1080,9,13,29,33,39,51,37
1079,12,22,36,43,46,52,35
1078,11,21,33,43,54,55,38
1077,8,17,19,36,37,41,55
1076,8,17,20,38,54,56,2
1075,9,14,35,46,49,55,11
1074,1,5,17,25,35,55,43
1073,4,15,18,30,38,49,53
1072,1,15,26,40,45,46,28
1071,5,12,22,41,44,47,26
1070,3,6,14,28,30,39,31
1069,24,27,40,41,54,55,26
1068,1,10,12,32,36,48,20
1067,6,17,27,32,34,40,20
1066,1,2,13,27,29,34,42
1065,3,6,11,24,31,51,47
1064,3,6,25,45,46,48,43
1063,8,9,11,20,22,40,48
1062,3,10,19,34,44,54,2
1061,4,25,31,44,49,56,21
1060,6,8,29,47,48,50,22
1059,4,5,25,35,48,53,22
1058,17,22,24,31,43,50,12
1057,11,17,19,24,43,49,15
1056,8,11,22,23,38,41,49
1055,9,18,28,29,41,50,32
1054,8,34,43,49,54,55,27
1053,22,33,40,41,42,48,23
1052,3,31,39,43,44,50,19
1051,3,7,17,38,39,50,51
1050,24,25,26,32,39,47,19
1049,5,6,14,15,31,46,32
1048,4,10,40,42,45,46,30
1047,7,18,23,31,35,36,32
1046,4,8,10,18,46,56,29
1045,6,15,20,24,37,51,16
1044,2,11,16,24,31,37,21
1043,10,28,33,37,46,52,23
1042,24,29,42,44,52,53,10
1041,9,14,22,35,37,47,46
1040,5,7,29,36,38,41,46
1039,11,12,18,40,53,56,43
1038,21,25,27,36,47,54,34
1037,7,23,25,29,33,50,28
1036,3,4,17,19,21,49,1
1035,7,8,23,34,47,52,37
1034,3,26,27,38,44,56,50
1033,1,10,11,33,37,47,16
1032,2,20,31,35,48,53,18
1031,14,33,42,45,51,55,50
1030,16,24,32,36,51,52,19
1029,4,10,12,22,32,51,29
1028,1,4,11,17,44,52,42
1027,3,6,23,25,34,35,15
1026,2,4,16,38,50,52,54
1025,3,16,28,30,40,54,32
1024,1,17,20,29,35,51,49
1023,1,5,10,17,34,40,9
1022,6,9,27,32,37,44,17
1021,12,16,30,32,37,49,5
1020,19,22,41,48,51,55,39
1019,1,15,26,30,49,52,10
1018,11,12,17,32,36,54,51
1017,2,16,30,35,51,53,17
1016,1,11,20,27,39,41,45
1015,5,13,19,29,30,56,21
1014,23,25,29,33,46,49,40
1013,13,14,23,35,37,40,28
1012,3,16,20,28,40,55,54
1011,8,16,17,26,31,37,12
1010,15,22,27,28,30,31,50
1009,1,3,5,24,42,46,26
1008,2,22,28,32,33,51,9
1007,12,13,16,26,30,49,45
1006,16,19,30,38,40,49,6
1005,9,10,15,41,46,49,43
1004,4,8,24,25,26,37,27
1003,10,18,25,33,38,49,1
1002,13,18,30,33,36,51,37
1001,2,13,18,20,21,52,46
1000,2,8,9,25,46,52,53
999,5,16,25,27,35,45,42
998,7,20,23,24,27,42,16
997,3,15,20,36,40,56,35
996,4,27,41,45,48,54,51
995,5,15,28,37,46,49,8
994,1,15,17,25,37,45,9
993,5,13,23,33,44,56,53
992,3,4,7,30,45,52,6
991,4,7,21,25,48,49,1
990,4,8,24,37,43,51,5
989,8,17,20,28,29,55,3
988,3,6,12,30,48,55,24
987,3,12,16,25,32,35,22
986,7,12,29,34,35,39,1
985,3,10,12,18,33,46,31
984,17,22,48,49,50,53,37
983,4,12,16,18,46,52,31
982,9,27,36,38,41,52,23
981,1,7,33,35,48,52,44
980,4,13,21,40,46,47,48
979,1,12,19,21,40,44,17
978,2,3,4,21,25,39,32
977,11,20,29,32,37,40,56
976,3,26,35,38,50,55,20
975,9,14,18,28,40,45,50
974,4,11,29,38,40,46,2
973,3,6,18,32,46,54,25
972,2,6,20,30,33,37,49
971,1,9,12,16,24,47,46
970,12,30,42,43,49,53,45
969,14,17,18,39,43,53,1
968,5,21,37,40,46,56,31
967,14,35,42,43,49,50,31
966,3,4,18,31,41,43,9
965,7,11,14,45,47,54,12
964,31,45,46,50,51,52,54
963,13,18,20,29,40,56,23
962,5,14,19,33,46,49,22
961,18,24,47,48,50,56,8
960,10,24,27,38,40,48,54
959,6,27,31,42,45,52,9
958,10,13,16,23,26,50,43
957,3,5,19,20,27,54,1
956,13,16,23,26,34,37,25
955,5,6,8,38,50,51,44
954,1,2,12,17,21,27,48
953,1,12,13,16,45,48,5
952,11,26,32,42,43,56,29
951,11,17,22,34,36,46,3
950,17,25,35,39,42,54,36
949,21,27,34,44,55,56,53
948,24,31,38,40,52,53,34
947,1,6,19,31,49,54,55
946,15,21,28,47,49,55,31
945,37,40,45,50,51,54,23
944,1,4,15,20,21,54,49
943,3,12,14,29,32,44,53
942,2,8,9,15,31,36,10
941,3,4,15,19,22,38,42
940,5,30,36,37,44,51,29
939,22,26,41,42,44,54,34
938,24,29,31,35,46,55,19
937,2,21,23,31,36,52,34
936,2,3,4,5,25,40,43
935,4,21,23,33,52,55,29
934,6,7,15,17,51,52,40
933,5,6,14,15,35,48,55
932,12,28,30,38,39,44,37
931,1,9,29,32,45,47,17
930,3,4,7,30,45,55,42
929,8,21,22,31,33,56,19
928,7,13,17,24,32,56,12
927,9,16,19,24,32,53,47
926,2,14,21,28,38,39,42
925,5,8,15,43,44,52,56
924,6,15,17,29,31,56,51
923,2,15,25,30,39,50,31
922,9,14,30,32,45,56,12
921,15,24,25,29,46,54,21
920,10,15,17,18,35,50,30
919,11,23,43,47,48,54,49
918,4,21,24,36,41,47,9
917,2,16,24,25,30,45,51
916,10,16,21,26,39,51,56
915,5,10,14,15,36,56,53
914,4,12,29,43,46,53,9
913,3,12,22,33,39,49,40
912,24,30,33,41,43,44,28
911,7,13,19,33,44,48,53
910,10,18,39,44,45,55,40
909,18,19,25,30,33,35,43
908,21,24,30,31,43,45,10
907,10,11,18,33,43,48,40
906,7,18,19,31,35,54,46
905,27,34,40,45,52,54,3
904,22,24,27,28,29,47,51
903,3,15,32,38,40,53,24
902,5,15,16,21,47,48,23
901,16,32,37,39,48,55,17
900,29,31,38,39,46,54,48
899,7,15,38,39,42,52,9
898,2,9,18,21,29,53,7
897,21,27,44,47,52,54,16
896,4,24,28,46,50,56,16
895,1,5,15,26,40,46,14
894,5,12,25,29,34,48,42
893,8,17,19,26,33,37,41
892,2,5,18,22,25,40,1
891,4,8,18,25,32,38,55
890,4,11,23,28,29,48,6
889,11,16,19,25,28,50,6
888,3,18,28,44,51,53,25
887,2,10,13,29,35,48,8
886,28,32,35,37,46,56,6
885,10,13,31,47,50,55,40
884,8,11,30,37,49,56,51
883,2,19,20,21,33,45,30
882,16,19,31,35,38,45,9
881,2,8,14,22,48,52,26
880,6,25,28,34,39,52,7
879,2,7,35,40,45,55,12
878,35,38,43,45,49,54,46
877,6,7,14,22,44,45,38
876,12,20,27,31,42,50,29
875,2,9,21,27,40,43,44
874,10,25,33,34,43,50,47
873,2,13,25,26,33,35,32
872,9,15,18,25,42,52,2
871,9,21,24,28,34,56,11
870,9,12,23,33,46,54,17
869,10,15,16,20,33,47,37
868,14,19,27,33,40,45,54
867,42,43,45,49,51,56,6
866,3,9,21,23,24,25,36
865,15,16,40,42,50,51,1
864,18,29,30,41,53,54,24
863,1,9,31,36,48,55,49
862,21,29,30,36,40,48,56
861,10,13,33,43,52,56,12
860,12,20,22,25,46,48,50
859,5,19,26,42,51,54,8
858,6,9,13,21,35,39,10
857,1,8,30,37,42,54,4
856,18,28,37,40,44,56,38
855,16,21,24,29,47,52,9
854,2,3,11,21,41,46,37
853,19,24,30,37,41,46,33
852,4,5,20,30,44,55,21
851,18,28,34,36,40,52,21
850,1,10,45,48,52,55,28
849,1,11,13,40,52,55,7
848,1,6,25,43,51,54,48
847,27,30,33,34,42,44,50
846,11,12,20,36,48,56,6
845,4,6,11,19,27,40,24
844,8,15,19,29,45,49,17
843,8,10,11,12,26,39,45
842,10,20,23,25,26,55,29
841,8,25,29,40,44,55,46
840,7,17,24,31,41,46,18
839,10,13,16,23,36,50,14
838,16,32,36,37,41,56,5
837,6,18,20,37,39,51,17
836,13,14,18,29,49,53,44
835,2,9,12,13,23,33,5
834,2,6,24,31,51,52,27
833,3,4,10,24,48,54,2
832,37,42,48,50,51,52,46
831,5,8,10,35,36,49,14
830,2,22,23,40,45,47,25
829,6,10,38,42,47,51,1
828,3,23,28,32,40,49,14
827,1,19,24,26,49,56,22
826,2,12,23,42,52,53,19
825,12,16,20,35,38,56,30
824,1,3,18,26,35,38,37
823,4,20,33,35,43,53,45
822,5,11,29,30,33,53,32
821,13,20,41,43,44,52,14
820,15,17,19,25,55,56,11
819,15,21,28,53,54,56,30
818,2,19,20,26,32,56,46
817,4,20,27,32,51,56,38
816,2,18,19,20,26,55,33
815,6,9,20,32,36,38,45
814,2,8,23,45,46,54,18
813,5,11,12,26,31,46,56
812,6,8,28,36,38,42,25
811,17,18,23,38,42,46,36
810,1,5,14,22,35,55,40
809,1,7,24,34,40,46,38
808,14,18,22,30,37,49,28
807,9,13,36,47,48,54,14
806,13,16,17,19,49,50,47
805,2,5,6,19,42,47,34
804,2,3,37,40,42,52,16
803,8,25,27,29,31,43,56
802,21,33,34,42,48,51,17
801,7,12,20,21,28,31,42
800,4,12,15,30,40,45,2
799,12,25,31,35,44,46,48
798,1,5,11,21,27,46,26
797,2,3,19,38,40,47,39
796,26,29,41,48,49,50,33
795,2,6,24,34,43,45,26
794,4,6,19,21,43,54,16
793,18,20,37,40,54,56,44
792,4,5,11,40,52,54,43
791,10,17,22,39,46,49,7
790,3,10,14,23,47,51,25
789,4,16,29,36,47,54,1
788,14,17,26,38,39,50,27
787,8,16,32,40,46,55,52
786,3,22,23,42,48,50,20
785,1,5,6,10,13,44,52
784,6,8,26,32,37,42,50
783,12,15,25,39,43,51,18
782,2,17,30,33,42,55,39
781,3,28,38,43,46,54,9
780,2,29,30,36,39,44,12
779,16,21,24,36,47,53,42
778,1,11,17,19,23,31,48
777,9,12,13,14,15,53,6
776,4,6,10,17,20,29,7
775,5,8,12,16,25,51,36
774,13,19,25,33,40,46,36
773,7,23,25,27,31,32,5
772,21,22,38,42,43,47,10
771,19,27,28,29,32,50,56
770,27,32,34,35,48,55,36
769,11,17,20,21,28,55,45
768,7,25,33,35,47,49,13
767,19,28,32,47,52,55,40
766,4,5,10,19,29,37,22
765,2,8,12,23,30,55,33
764,4,16,37,38,44,46,52
763,2,10,13,16,18,38,4
762,24,34,35,36,45,54,25
761,10,14,19,32,34,48,24
760,1,15,17,25,32,37,29
759,7,22,31,35,51,55,10
758,11,19,27,28,32,54,45
757,9,17,18,25,28,47,6
756,6,10,13,25,29,45,3
755,4,10,31,39,51,52,8
754,7,15,23,34,37,45,43
753,1,23,32,34,39,52,8
752,4,23,26,34,49,54,13
751,21,34,40,44,48,52,16
750,2,26,51,52,53,56,7
749,19,36,38,41,48,53,54
748,9,12,19,24,48,56,27
747,6,8,23,24,28,31,34
746,3,4,26,27,32,38,28
745,5,16,21,28,41,52,42
744,14,17,23,25,47,51,6
743,10,26,30,42,45,49,47
742,2,18,30,33,34,50,48
741,18,22,25,36,37,50,49
740,5,25,26,40,44,54,18
739,1,17,32,46,47,54,18
738,4,7,16,32,42,55,28
737,16,19,28,44,45,54,40
736,7,9,10,19,28,36,34
735,25,27,34,35,47,48,26
734,1,9,23,25,26,35,29
733,9,14,18,33,42,48,38
732,13,18,21,22,27,54,49
731,6,18,23,32,52,56,45
730,14,16,18,20,38,54,2
729,2,10,34,42,53,54,28
728,1,3,14,21,37,54,29
727,7,10,43,48,51,56,32
726,7,11,47,53,55,56,40
725,3,21,42,51,54,56,22
724,2,9,10,24,38,53,33
723,20,36,45,46,47,56,9
722,7,13,22,29,33,51,19
721,7,28,31,33,36,42,24
720,7,8,29,37,43,50,42
719,5,8,16,20,44,45,34
718,9,11,17,30,34,45,36
717,5,14,15,47,48,54,12
716,6,9,11,21,32,56,26
715,4,14,19,30,44,50,15
714,11,16,19,22,26,32,1
713,13,30,31,33,46,50,26
712,22,27,33,37,43,52,54
711,11,15,20,36,39,45,27
710,7,21,26,37,48,52,30
709,8,21,33,41,48,51,30
708,18,27,35,41,45,49,47
707,2,7,12,19,29,40,45
706,1,9,15,34,44,52,5
705,24,28,29,44,51,53,39
704,15,21,38,40,46,50,5
703,25,39,43,44,45,53,26
702,19,35,36,38,43,53,55
701,13,15,37,39,50,52,34
700,3,14,16,23,40,45,47
699,8,10,13,22,26,30,49
698,1,2,29,35,43,47,3
697,1,12,27,48,49,56,7
696,5,17,33,36,38,43,44
695,7,9,13,31,51,54,27
694,2,9,31,40,42,50,4
693,11,12,17,31,40,55,56
692,17,20,22,25,43,55,7
691,19,23,28,34,40,52,26
690,15,16,26,33,41,56,32
689,9,16,22,43,49,53,51
688,24,29,34,36,37,46,55
687,16,27,29,34,50,56,33
686,7,12,35,40,41,50,34
685,20,23,31,40,43,54,46
684,6,11,41,48,50,52,25
683,22,23,24,29,36,40,20
682,12,21,24,34,37,55,50
681,10,21,31,39,40,42,26
680,1,18,19,20,34,53,15
679,3,7,29,30,39,51,23
678,25,33,46,49,51,54,34
677,1,2,32,33,45,56,42
676,1,7,9,18,32,55,12
675,16,19,29,34,40,45,28
674,1,7,13,14,19,20,49
673,10,16,23,52,54,56,36
672,2,14,19,39,43,45,52
671,22,28,33,35,50,51,13
670,6,10,31,35,36,45,41
669,3,9,32,33,40,56,8
668,2,4,10,12,21,28,29
667,9,21,27,34,49,52,4
666,8,11,25,30,36,37,14
665,16,22,35,36,39,50,6
664,4,13,21,25,47,53,16
663,6,11,12,41,50,52,47
662,14,19,21,24,31,49,50
661,8,13,14,38,43,56,9
660,3,9,25,30,38,40,2
659,1,3,4,8,12,30,27
658,4,8,11,16,28,40,50
657,3,12,17,31,46,51,13
656,2,10,15,38,50,52,53
655,17,19,25,27,53,54,23
654,1,7,10,18,25,28,16
653,5,13,17,19,28,53,46
652,11,20,36,43,44,52,39
651,3,6,8,15,42,45,49
650,7,13,17,22,23,47,40
649,7,11,14,33,40,46,51
648,2,3,17,23,30,44,49
647,3,10,34,38,39,43,28
646,11,20,22,37,41,47,29
645,6,11,23,34,35,54,25
644,7,9,10,13,19,21,46
643,5,16,18,26,35,41,20
642,21,25,27,31,38,44,34
641,9,12,16,25,30,45,49
640,9,13,17,30,32,35,26
639,1,6,15,26,45,54,27
638,3,8,18,24,36,54,2
637,3,18,22,27,29,46,42
636,11,13,34,36,39,51,8
635,5,6,14,23,40,45,10
634,22,34,37,39,40,48,46
633,10,27,32,38,45,56,13
632,5,31,32,34,41,45,40
631,16,21,32,34,38,46,36
630,5,24,28,34,36,43,53
629,4,5,11,15,25,47,37
628,3,6,9,36,47,55,34
627,5,20,23,26,32,46,34
626,3,7,13,47,53,55,51
625,1,2,22,23,28,52,37
624,5,7,18,24,49,52,26
623,13,15,24,45,47,55,28
622,6,7,11,29,33,39,51
621,1,10,17,20,34,45,19
620,15,17,19,22,35,37,28
619,1,19,33,47,50,54,27
618,2,10,25,32,41,52,45
617,3,6,20,23,34,46,42
616,3,20,32,35,42,52,1
615,8,14,20,25,34,46,42
614,7,22,43,45,47,55,33
613,5,7,8,17,21,23,22
612,14,16,24,30,33,39,48
611,11,18,33,41,53,54,6
610,21,24,32,36,41,49,3
609,9,12,28,47,51,53,40
608,3,5,9,42,44,48,26
607,6,12,29,37,51,53,48
606,18,20,29,44,46,52,37
605,4,31,33,34,50,54,23
604,6,16,30,36,43,56,45
603,11,19,34,36,43,56,53
602,8,27,31,37,43,45,24
601,9,19,26,41,51,52,8
600,1,11,26,31,52,55,50
599,4,6,22,39,46,53,41
598,1,16,30,31,34,43,18
597,4,5,14,23,26,47,2
596,10,28,32,35,44,48,14
595,2,8,24,29,41,46,26
